ICD-10-CM Code,Model Variable,Models,POA
Q7290,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7291,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7292,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7293,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q730,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q731,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q738,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q740,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q741,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q742,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q743,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q748,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q749,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q750,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75001,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75002,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75009,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7501,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75021,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75022,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75029,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7503,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75041,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75042,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75049,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75051,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75052,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q75058,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7508,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q751,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q752,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q753,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q754,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q755,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q758,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q759,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q765,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q766,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q767,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q768,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q769,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q770,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q771,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q772,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q773,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q774,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q775,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q776,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q777,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q778,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q779,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q780,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q781,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q782,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q783,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q784,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q785,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q786,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q788,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q789,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7959,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7960,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7961,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7962,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7963,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q7969,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q798,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q799,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q870,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q8740,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q87410,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q87418,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q8742,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q8743,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
Q8782,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
R262,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
R294,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S130XXA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13100A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13101A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13110A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13111A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13120A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13121A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13130A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13131A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13140A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13141A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13150A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13151A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13160A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13161A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13170A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13171A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13180A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S13181A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S1320XA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S1329XA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S230XXA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23100A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23101A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23110A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23111A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23120A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23121A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23122A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23123A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23130A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23131A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23132A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23133A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23140A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23141A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23142A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23143A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23150A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23151A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23152A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23153A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23160A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23161A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23162A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23163A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23170A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S23171A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S2320XA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S2329XA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S330XXA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33100A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33101A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33110A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33111A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33120A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33121A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33130A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33131A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33140A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S33141A,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S332XXA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
S3339XA,Skeletal and connective tissue disorders (CC 44 – 45),HWM,N
G90A,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I440,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I441,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I442,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4430,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4439,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I444,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I445,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4460,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4469,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I447,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I450,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4510,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4519,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I452,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I453,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I454,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I455,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I456,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4581,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4589,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I459,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I470,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I471,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4710,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4711,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4719,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I472,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4720,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4721,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4729,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I479,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I480,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4811,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4819,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4820,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4821,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I483,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I484,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4891,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I4892,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I492,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I495,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I498,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I499,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
Q246,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
R001,Specified arrhythmias and other heart rhythm disorders (CC 96 - 97),"HWR,R,E",Y
I6000,Stroke (CC 99 - 100),"M,R,E",Y
I6001,Stroke (CC 99 - 100),"M,R,E",Y
I6002,Stroke (CC 99 - 100),"M,R,E",Y
I6010,Stroke (CC 99 - 100),"M,R,E",Y
I6011,Stroke (CC 99 - 100),"M,R,E",Y
I6012,Stroke (CC 99 - 100),"M,R,E",Y
I602,Stroke (CC 99 - 100),"M,R,E",Y
I6030,Stroke (CC 99 - 100),"M,R,E",Y
I6031,Stroke (CC 99 - 100),"M,R,E",Y
I6032,Stroke (CC 99 - 100),"M,R,E",Y
I604,Stroke (CC 99 - 100),"M,R,E",Y
I6050,Stroke (CC 99 - 100),"M,R,E",Y
I6051,Stroke (CC 99 - 100),"M,R,E",Y
I6052,Stroke (CC 99 - 100),"M,R,E",Y
I606,Stroke (CC 99 - 100),"M,R,E",Y
I607,Stroke (CC 99 - 100),"M,R,E",Y
I608,Stroke (CC 99 - 100),"M,R,E",Y
I609,Stroke (CC 99 - 100),"M,R,E",Y
I610,Stroke (CC 99 - 100),"M,R,E",Y
I611,Stroke (CC 99 - 100),"M,R,E",Y
I612,Stroke (CC 99 - 100),"M,R,E",Y
I613,Stroke (CC 99 - 100),"M,R,E",Y
I614,Stroke (CC 99 - 100),"M,R,E",Y
I615,Stroke (CC 99 - 100),"M,R,E",Y
I616,Stroke (CC 99 - 100),"M,R,E",Y
I618,Stroke (CC 99 - 100),"M,R,E",Y
I619,Stroke (CC 99 - 100),"M,R,E",Y
I6200,Stroke (CC 99 - 100),"M,R,E",Y
I6201,Stroke (CC 99 - 100),"M,R,E",Y
I6202,Stroke (CC 99 - 100),"M,R,E",Y
I6203,Stroke (CC 99 - 100),"M,R,E",Y
I621,Stroke (CC 99 - 100),"M,R,E",Y
I629,Stroke (CC 99 - 100),"M,R,E",Y
I6300,Stroke (CC 99 - 100),"M,R,E",Y
I63011,Stroke (CC 99 - 100),"M,R,E",Y
I63012,Stroke (CC 99 - 100),"M,R,E",Y
I63013,Stroke (CC 99 - 100),"M,R,E",Y
I63019,Stroke (CC 99 - 100),"M,R,E",Y
I6302,Stroke (CC 99 - 100),"M,R,E",Y
I63031,Stroke (CC 99 - 100),"M,R,E",Y
I63032,Stroke (CC 99 - 100),"M,R,E",Y
I63033,Stroke (CC 99 - 100),"M,R,E",Y
I63039,Stroke (CC 99 - 100),"M,R,E",Y
I6309,Stroke (CC 99 - 100),"M,R,E",Y
I6310,Stroke (CC 99 - 100),"M,R,E",Y
I63111,Stroke (CC 99 - 100),"M,R,E",Y
I63112,Stroke (CC 99 - 100),"M,R,E",Y
I63113,Stroke (CC 99 - 100),"M,R,E",Y
I63119,Stroke (CC 99 - 100),"M,R,E",Y
I6312,Stroke (CC 99 - 100),"M,R,E",Y
I63131,Stroke (CC 99 - 100),"M,R,E",Y
I63132,Stroke (CC 99 - 100),"M,R,E",Y
I63133,Stroke (CC 99 - 100),"M,R,E",Y
I63139,Stroke (CC 99 - 100),"M,R,E",Y
I6319,Stroke (CC 99 - 100),"M,R,E",Y
I6320,Stroke (CC 99 - 100),"M,R,E",Y
I63211,Stroke (CC 99 - 100),"M,R,E",Y
I63212,Stroke (CC 99 - 100),"M,R,E",Y
I63213,Stroke (CC 99 - 100),"M,R,E",Y
I63219,Stroke (CC 99 - 100),"M,R,E",Y
I6322,Stroke (CC 99 - 100),"M,R,E",Y
I63231,Stroke (CC 99 - 100),"M,R,E",Y
I63232,Stroke (CC 99 - 100),"M,R,E",Y
I63233,Stroke (CC 99 - 100),"M,R,E",Y
I63239,Stroke (CC 99 - 100),"M,R,E",Y
I6329,Stroke (CC 99 - 100),"M,R,E",Y
I6330,Stroke (CC 99 - 100),"M,R,E",Y
I63311,Stroke (CC 99 - 100),"M,R,E",Y
I63312,Stroke (CC 99 - 100),"M,R,E",Y
I63313,Stroke (CC 99 - 100),"M,R,E",Y
I63319,Stroke (CC 99 - 100),"M,R,E",Y
I63321,Stroke (CC 99 - 100),"M,R,E",Y
I63322,Stroke (CC 99 - 100),"M,R,E",Y
I63323,Stroke (CC 99 - 100),"M,R,E",Y
I63329,Stroke (CC 99 - 100),"M,R,E",Y
I63331,Stroke (CC 99 - 100),"M,R,E",Y
I63332,Stroke (CC 99 - 100),"M,R,E",Y
I63333,Stroke (CC 99 - 100),"M,R,E",Y
I63339,Stroke (CC 99 - 100),"M,R,E",Y
I63341,Stroke (CC 99 - 100),"M,R,E",Y
I63342,Stroke (CC 99 - 100),"M,R,E",Y
I63343,Stroke (CC 99 - 100),"M,R,E",Y
I63349,Stroke (CC 99 - 100),"M,R,E",Y
I6339,Stroke (CC 99 - 100),"M,R,E",Y
I6340,Stroke (CC 99 - 100),"M,R,E",Y
I63411,Stroke (CC 99 - 100),"M,R,E",Y
I63412,Stroke (CC 99 - 100),"M,R,E",Y
I63413,Stroke (CC 99 - 100),"M,R,E",Y
I63419,Stroke (CC 99 - 100),"M,R,E",Y
I63421,Stroke (CC 99 - 100),"M,R,E",Y
I63422,Stroke (CC 99 - 100),"M,R,E",Y
I63423,Stroke (CC 99 - 100),"M,R,E",Y
I63429,Stroke (CC 99 - 100),"M,R,E",Y
I63431,Stroke (CC 99 - 100),"M,R,E",Y
I63432,Stroke (CC 99 - 100),"M,R,E",Y
I63433,Stroke (CC 99 - 100),"M,R,E",Y
I63439,Stroke (CC 99 - 100),"M,R,E",Y
I63441,Stroke (CC 99 - 100),"M,R,E",Y
I63442,Stroke (CC 99 - 100),"M,R,E",Y
I63443,Stroke (CC 99 - 100),"M,R,E",Y
I63449,Stroke (CC 99 - 100),"M,R,E",Y
I6349,Stroke (CC 99 - 100),"M,R,E",Y
I6350,Stroke (CC 99 - 100),"M,R,E",Y
I63511,Stroke (CC 99 - 100),"M,R,E",Y
I63512,Stroke (CC 99 - 100),"M,R,E",Y
I63513,Stroke (CC 99 - 100),"M,R,E",Y
I63519,Stroke (CC 99 - 100),"M,R,E",Y
I63521,Stroke (CC 99 - 100),"M,R,E",Y
I63522,Stroke (CC 99 - 100),"M,R,E",Y
I63523,Stroke (CC 99 - 100),"M,R,E",Y
I63529,Stroke (CC 99 - 100),"M,R,E",Y
I63531,Stroke (CC 99 - 100),"M,R,E",Y
I63532,Stroke (CC 99 - 100),"M,R,E",Y
I63533,Stroke (CC 99 - 100),"M,R,E",Y
I63539,Stroke (CC 99 - 100),"M,R,E",Y
I63541,Stroke (CC 99 - 100),"M,R,E",Y
I63542,Stroke (CC 99 - 100),"M,R,E",Y
I63543,Stroke (CC 99 - 100),"M,R,E",Y
I63549,Stroke (CC 99 - 100),"M,R,E",Y
I6359,Stroke (CC 99 - 100),"M,R,E",Y
I636,Stroke (CC 99 - 100),"M,R,E",Y
I6381,Stroke (CC 99 - 100),"M,R,E",Y
I6389,Stroke (CC 99 - 100),"M,R,E",Y
I639,Stroke (CC 99 - 100),"M,R,E",Y
I97810,Stroke (CC 99 - 100),"M,R,E",Y
I97811,Stroke (CC 99 - 100),"M,R,E",Y
I97820,Stroke (CC 99 - 100),"M,R,E",Y
I97821,Stroke (CC 99 - 100),"M,R,E",Y
P91821,Stroke (CC 99 - 100),"M,R,E",Y
P91822,Stroke (CC 99 - 100),"M,R,E",Y
P91823,Stroke (CC 99 - 100),"M,R,E",Y
P91829,Stroke (CC 99 - 100),"M,R,E",Y
J4A0,"Transplants (CC 132, 186)",HWR,Y
J4A8,"Transplants (CC 132, 186)",HWR,Y
J4A9,"Transplants (CC 132, 186)",HWR,Y
T8600,"Transplants (CC 132, 186)",HWR,Y
T8601,"Transplants (CC 132, 186)",HWR,Y
T8602,"Transplants (CC 132, 186)",HWR,Y
T8603,"Transplants (CC 132, 186)",HWR,Y
T8609,"Transplants (CC 132, 186)",HWR,Y
T8610,"Transplants (CC 132, 186)",HWR,N
T8611,"Transplants (CC 132, 186)",HWR,N
T8612,"Transplants (CC 132, 186)",HWR,N
T8613,"Transplants (CC 132, 186)",HWR,N
T8619,"Transplants (CC 132, 186)",HWR,N
T8620,"Transplants (CC 132, 186)",HWR,Y
T8621,"Transplants (CC 132, 186)",HWR,Y
T8622,"Transplants (CC 132, 186)",HWR,Y
T8623,"Transplants (CC 132, 186)",HWR,Y
T86290,"Transplants (CC 132, 186)",HWR,Y
T86298,"Transplants (CC 132, 186)",HWR,Y
T8630,"Transplants (CC 132, 186)",HWR,Y
T8631,"Transplants (CC 132, 186)",HWR,Y
T8632,"Transplants (CC 132, 186)",HWR,Y
T8633,"Transplants (CC 132, 186)",HWR,Y
T8639,"Transplants (CC 132, 186)",HWR,Y
T8640,"Transplants (CC 132, 186)",HWR,Y
T8641,"Transplants (CC 132, 186)",HWR,Y
T8642,"Transplants (CC 132, 186)",HWR,Y
T8643,"Transplants (CC 132, 186)",HWR,Y
T8649,"Transplants (CC 132, 186)",HWR,Y
T865,"Transplants (CC 132, 186)",HWR,Y
T86810,"Transplants (CC 132, 186)",HWR,Y
T86811,"Transplants (CC 132, 186)",HWR,Y
T86812,"Transplants (CC 132, 186)",HWR,Y
T86818,"Transplants (CC 132, 186)",HWR,Y
T86819,"Transplants (CC 132, 186)",HWR,Y
T86850,"Transplants (CC 132, 186)",HWR,Y
T86851,"Transplants (CC 132, 186)",HWR,Y
T86852,"Transplants (CC 132, 186)",HWR,Y
T86858,"Transplants (CC 132, 186)",HWR,Y
T86859,"Transplants (CC 132, 186)",HWR,Y
Z4821,"Transplants (CC 132, 186)",HWR,Y
Z4822,"Transplants (CC 132, 186)",HWR,N
Z4823,"Transplants (CC 132, 186)",HWR,Y
Z4824,"Transplants (CC 132, 186)",HWR,Y
Z48280,"Transplants (CC 132, 186)",HWR,Y
Z48290,"Transplants (CC 132, 186)",HWR,Y
Z940,"Transplants (CC 132, 186)",HWR,N
Z941,"Transplants (CC 132, 186)",HWR,Y
Z942,"Transplants (CC 132, 186)",HWR,Y
Z943,"Transplants (CC 132, 186)",HWR,Y
Z944,"Transplants (CC 132, 186)",HWR,Y
Z9481,"Transplants (CC 132, 186)",HWR,Y
Z9482,"Transplants (CC 132, 186)",HWR,Y
Z9483,"Transplants (CC 132, 186)",HWR,Y
Z9484,"Transplants (CC 132, 186)",HWR,Y
Z95811,"Transplants (CC 132, 186)",HWR,Y
Z95812,"Transplants (CC 132, 186)",HWR,Y
M4840XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4840XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4841XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4841XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4842XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4842XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4843XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4843XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4844XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4844XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4845XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4845XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4846XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4846XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4847XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4847XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4848XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4848XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4850XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4851XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4852XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4853XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4854XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4855XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4856XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4857XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M4858XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8000XA,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M8000XS,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80011A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80011S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80012A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80012S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80019A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80019S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80021A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80021S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80022A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80022S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80029A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,Y
M80029S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80031A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80031S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80032A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80032S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80039A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80039S,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
M80041A,"Trauma; other injuries (CC 166 - 168, 170 - 174)",M,N
